Geneid,E1,E2,E3,E4,E5,E6
SL1344_RS18915,0,3,2,0,0,0
yiaM,0,0,0,0,0,0
yiaN,7,10,19,0,0,0
SL1344_RS18930,2,2,3,1,0,0
SL1344_RS18935,1,1,2,0,0,0
ulaD,1,18,28,2,0,1
SL1344_RS18945,0,2,3,0,0,0
SL1344_RS18955,10,38,43,2,3,7
SL1344_RS18960,68,37,47,11,11,11
aldB,1118,2285,3375,228,209,273
SL1344_RS18970,75,131,211,4,13,15
selB,40,73,153,31,26,107
selA,7,37,69,6,17,17
SL1344_RS18985,236,449,773,98,96,108
mtlA,881,2044,3229,149,201,279
mtlD,552,1084,1696,49,71,51
mtlR,93,211,236,1,2,3
SL1344_RS19005,55,101,232,1,0,0
SL1344_RS19010,78,74,134,9,1,5
SL1344_RS19015,0,0,0,0,0,0
sadA,84,81,147,1,4,7
lldP,7,31,29,24,34,20
lldR,7,34,34,13,4,9
lldD,18,43,78,42,34,27
trmL,1,0,1,0,0,0
SL1344_RS19045,12,32,32,3,10,6
SL1344_RS19050,37,110,204,3,6,21
cysE,101,173,301,81,78,89
gpsA,40,122,187,18,27,21
secB,76,187,190,47,58,58
grxC,11,19,40,16,15,8
SL1344_RS19080,7,41,47,22,4,8
gpmM,34,56,187,39,43,39
envC,9,14,18,5,9,14
SL1344_RS19095,3,12,57,5,15,9
SL1344_RS19100,0,2,10,2,3,2
tdh,127,241,629,215,312,310
kbl,112,235,321,149,145,165
rfaD,239,700,979,121,131,182
rfaF,57,130,175,30,61,42
rfaC,115,45,84,15,12,14
rfaL,4,7,47,11,15,8
SL1344_RS19135,2,2,17,14,31,27
waaZ,1,13,21,10,4,1
rfaY,0,0,5,1,3,1
rfaJ,4,18,19,14,15,14
waaO,7,22,43,15,22,20
waaB,7,21,30,11,14,2
rfaP,12,26,63,6,4,7
SL1344_RS19175,35,55,111,10,3,19
rfaQ,18,20,42,19,1,8
waaA,16,38,64,4,7,7
coaD,10,22,37,5,5,1
mutM,1,2,1,0,1,0
rpmG,0,0,2,2,4,0
rpmB,7,54,37,3,6,1
radC,20,22,20,1,0,1
coaBC,5,11,22,15,24,16
dut,6,56,137,6,10,15
slmA,3,3,4,2,1,7
pyrE,4,94,8,0,1,3
rph,0,0,13,2,9,0
SL1344_RS19240,77,191,392,46,83,56
SL1344_RS19245,8,18,18,3,2,1
SL1344_RS19250,12,26,39,5,6,3
SL1344_RS19255,7,5,6,0,6,0
ligB,4,13,13,9,19,6
gmk,59,105,217,10,11,11
rpoZ,13,10,61,13,8,24
spoT,51,55,98,24,24,38
trmH,3,14,21,1,0,8
recG,3,32,34,5,20,11
SL1344_RS19290,3,12,13,0,5,24
gltS,8,14,18,33,102,99
xanP,7,13,12,0,6,9
SL1344_RS19305,75,123,286,78,111,106
yicI,14,29,44,7,4,9
SL1344_RS19315,1,3,5,0,2,0
SL1344_RS19320,0,2,4,0,0,0
SL1344_RS19325,1,3,3,0,0,0
SL1344_RS19330,162,305,477,63,70,86
SL1344_RS19340,33,86,162,23,27,27
SL1344_RS19345,0,0,0,0,0,0
misL,11,15,21,2,6,0
SL1344_RS19355,10,24,39,2,0,2
SL1344_RS19360,13,10,39,0,1,0
SL1344_RS26840,0,0,1,0,0,0
SL1344_RS19365,3,11,11,6,12,13
SL1344_RS19370,119,265,423,21,33,42
mgtR,2,2,0,0,0,0
mgtA,11,32,50,11,7,31
SL1344_RS19380,3,5,10,2,0,8
SL1344_RS19385,18,36,71,4,2,1
SL1344_RS19390,7,2,10,0,2,0
SL1344_RS19395,27,46,73,8,2,2
dgaE,15,34,50,3,9,0
SL1344_RS19405,30,68,127,19,21,21
SL1344_RS19410,7,12,12,2,0,3
SL1344_RS19415,10,15,27,2,6,3
SL1344_RS19420,5,35,40,9,9,5
dagR,48,120,190,40,54,62
SL1344_RS19430,125,185,332,0,2,0
SL1344_RS19435,337,679,1219,123,154,168
SL1344_RS19445,89,164,211,2,1,2
SL1344_RS19450,40,53,93,5,1,0
SL1344_RS19455,0,2,2,0,0,0
SL1344_RS19460,8,7,13,0,0,0
SL1344_RS19465,17,38,78,2,1,2
SL1344_RS19470,39,88,117,15,46,65
SL1344_RS19475,28,49,85,0,0,11
SL1344_RS19480,27,65,109,3,2,1
SL1344_RS19485,165,254,482,2,1,6
SL1344_RS19490,8,7,7,1,0,1
uhpT,3,0,1,0,2,0
SL1344_RS19500,1,3,3,1,1,1
uhpB,0,1,0,0,0,0
uhpA,0,3,0,0,0,0
SL1344_RS19515,16,37,69,47,53,34
rbsK,135,234,407,9,45,25
SL1344_RS19530,10,24,29,4,1,4
ilvB,63,131,253,95,104,148
ivbL,29,27,44,0,4,3
tisB,19,61,83,32,40,54
SL1344_RS19555,1,2,3,0,0,1
emrD,6,2,6,2,0,1
SL1344_RS19565,16,43,66,3,11,14
dsdC,8,15,17,0,1,10
dsdX,10,7,16,3,3,3
dsdA,17,64,57,26,20,24
SL1344_RS19585,10,29,36,4,3,4
SL1344_RS19590,3,9,13,0,4,0
SL1344_RS19595,9,19,28,5,9,7
SL1344_RS19600,75,126,238,6,13,21
ibpB,4,2,8,9,5,13
ibpA,5,8,22,4,12,9
SL1344_RS19615,17,14,22,0,1,3
SL1344_RS19620,25,24,36,24,14,16
SL1344_RS19625,0,1,8,6,5,6
SL1344_RS19635,1,10,2,21,17,19
SL1344_RS19650,4,9,14,16,19,17
SL1344_RS19665,13,14,17,39,51,49
torD,9,11,36,0,0,1
torA,15,32,34,5,5,5
torC,2,8,10,0,0,2
torR,25,93,128,13,13,9
torT,12,36,45,8,13,10
torS,5,17,16,0,2,2
SL1344_RS19700,1,1,2,1,0,2
dgoD,8,17,48,9,6,2
SL1344_RS19710,6,27,22,2,0,6
SL1344_RS19715,8,28,29,3,3,3
dgoR,19,21,44,1,5,2
yidA,37,55,118,19,24,21
SL1344_RS19730,5,8,18,2,5,2
SL1344_RS19735,41,43,51,7,12,16
SL1344_RS19740,67,135,246,10,9,14
gyrB,106,162,283,130,261,245
recF,1,4,1,1,1,3
dnaN,5,20,15,16,6,10
dnaA,5,20,27,17,12,8
rpmH,8,6,14,2,4,3
rnpA,3,0,3,0,1,3
yidD,2,0,0,0,4,2
yidC,18,13,16,22,41,65
mnmE,18,24,28,0,4,10
SL1344_RS19800,2,15,18,2,0,0
SL1344_RS19805,2,10,4,2,0,6
SL1344_RS19810,7,6,13,0,0,0
yidZ,42,61,109,1,3,3
SL1344_RS19820,15,29,39,3,0,2
SL1344_RS19825,14,28,53,21,32,23
adeP,4,6,5,1,1,1
yieH,11,21,22,3,1,7
phoU,7,29,44,4,9,24
pstB,8,12,37,8,3,1
pstA,3,11,9,26,24,25
pstC,6,18,11,53,76,126
pstS,13,52,75,805,1029,1244
SL1344_RS19865,9,22,42,2,2,5
SL1344_RS19870,2,0,7,1,0,0
SL1344_RS19875,5,23,32,0,0,2
glmS,207,419,809,271,402,489
glmU,124,212,345,26,51,70
SL1344_RS19890,6,11,15,0,1,0
atpC,28,73,67,182,248,333
atpD,33,61,110,287,292,401
atpG,54,76,97,101,139,174
atpA,74,158,286,150,224,273
atpH,14,39,40,8,20,24
atpF,51,78,162,52,56,62
atpE,19,22,39,7,7,18
atpB,31,83,104,44,39,77
atpI,14,15,18,2,5,4
rsmG,12,22,29,4,3,4
mnmG,35,36,47,2,16,18
mioC,0,0,6,7,4,3
asnC,1,22,18,2,1,3
asnA,8,44,37,1532,1757,1953
viaA,23,38,79,3,9,10
ravA,86,149,246,14,22,45
kup,30,81,137,13,15,21
rbsD,9,25,25,6,5,10
rbsA,3,8,14,1,0,0
rbsC,10,4,8,1,3,3
rbsB,229,249,484,156,233,277
rbsR,36,78,125,3,14,21
SL1344_RS20020,30,80,147,12,5,7
SL1344_RS20030,5,20,12,1,4,2
SL1344_RS20045,0,3,2,0,0,1
SL1344_RS20050,0,0,0,0,0,0
hdfR,45,105,142,25,19,29
maoP,7,12,20,7,10,14
SL1344_RS20065,25,40,81,0,2,2
ilvL,10,15,33,0,2,0
SL1344_RS27585,0,0,0,0,0,0
SL1344_RS20075,17,37,65,87,101,125
ilvM,11,15,59,19,21,32
ilvE,38,82,141,148,138,177
ilvD,69,164,211,63,59,103
ilvA,14,48,43,21,14,30
SL1344_RS20100,12,14,29,4,0,5
SL1344_RS20105,3,27,39,1,1,1
ilvY,3,14,46,14,13,37
ilvC,66,133,212,125,145,177
ppiC,3,4,9,0,13,0
rep,8,16,23,3,2,1
gppA,40,98,154,20,39,34
rhlB,115,233,360,61,91,92
trxA,197,407,585,94,140,149
SL1344_RS27240,214,338,553,35,35,60
rho,69,125,276,69,91,96
wecA,112,183,258,7,8,9
wzzE,45,111,182,3,9,17
wecB,41,85,142,13,21,20
wecC,52,73,136,21,18,29
rffG,9,30,42,7,4,14
SL1344_RS20180,1,11,7,3,6,3
rffC,1,8,8,4,7,1
rffA,3,10,53,57,78,86
wzxE,0,1,9,5,3,6
SL1344_RS20200,1,10,11,10,4,5
wzyE,29,55,122,31,34,30
rffM,12,18,15,5,2,6
SL1344_RS20215,31,58,82,15,13,17
SL1344_RS20220,10,6,13,0,0,0
SL1344_RS20225,0,2,2,1,4,2
SL1344_RS20230,0,2,3,0,0,0
SL1344_RS20235,0,0,0,0,0,0
hemY,91,175,267,111,118,141
hemX,91,183,300,96,148,178
hemD,45,79,173,8,18,20
hemC,99,236,346,43,37,44
cyaA,309,732,1227,71,60,91
SL1344_RS20265,0,0,1,0,0,0
SL1344_RS20270,0,0,0,0,0,0
SL1344_RS20275,0,1,3,0,0,0
cyaY,17,32,67,3,11,3
SL1344_RS20285,21,16,28,2,0,0
SL1344_RS20290,37,47,74,5,12,9
dapF,71,127,232,26,22,28
SL1344_RS20300,30,59,132,23,24,39
xerC,8,36,54,6,6,7
yigB,5,32,27,3,8,4
uvrD,52,127,260,63,42,93
corA,38,137,181,23,8,16
SL1344_RS20325,0,0,0,0,0,0
SL1344_RS20330,0,0,0,0,0,0
SL1344_RS20340,12,13,33,12,4,6
pldA,55,118,152,26,43,43
recQ,167,272,476,9,18,10
rhtC,0,0,1,2,7,3
rhtB,1,2,7,0,1,1
pldB,19,35,60,6,6,6
yigL,7,5,11,3,5,1
SL1344_RS20375,2,0,3,0,1,0
metR,5,13,9,1,5,3
metE,35,74,111,11,23,44
SL1344_RS20390,6,12,17,4,3,4
SL1344_RS20395,20,41,68,28,36,37
udp,13,51,111,32,42,43
rmuC,51,117,155,29,36,30
ubiE,93,156,244,21,22,34
ubiJ,21,44,71,13,20,38
ubiB,72,154,269,23,32,38
tatA,49,44,78,14,20,28
tatB,20,30,54,12,8,8
tatC,24,43,59,2,1,7
tatD,0,9,15,2,0,2
rfaH,17,22,24,3,1,3
ubiD,40,73,101,33,32,22
fre,33,47,71,8,7,13
SL1344_RS20460,7,7,14,10,0,2
fadA,1796,3471,5758,23,20,36
fadB,4390,8856,14371,453,518,574
pepQ,78,157,298,140,194,275
SL1344_RS20480,21,34,69,5,10,5
trkH,16,59,102,3,5,10
hemG,21,46,99,3,9,3
SL1344_RS20500,7,26,34,55,90,84
SL1344_RS20505,0,0,2,1,3,0
mobB,5,13,39,0,0,0
mobA,31,69,106,1,12,6
SL1344_RS20530,333,581,919,120,121,158
SL1344_RS20535,56,135,199,15,27,29
dsbA,25,43,88,67,54,101
SL1344_RS20545,2,0,0,0,0,2
polA,474,918,1624,279,356,417
SL1344_RS20560,61,114,177,39,29,42
SL1344_RS20565,41,32,46,19,11,18
yihI,214,495,708,1,0,3
hemN,120,252,465,47,51,75
SL1344_RS27245,9,2,8,0,0,1
glnG,108,241,326,17,25,35
glnL,14,76,98,11,6,12
glnA,157,296,619,2794,3480,4127
typA,33,75,143,29,39,30
SL1344_RS20600,0,9,18,0,0,0
SL1344_RS20605,0,2,0,0,0,0
SL1344_RS20610,1,1,5,0,0,0
SL1344_RS20615,36,90,101,0,0,0
SL1344_RS20620,1,6,6,1,0,1
SL1344_RS20625,0,5,3,1,0,1
ompL,0,5,0,0,4,0
SL1344_RS20635,3,6,8,0,0,2
SL1344_RS20640,0,1,6,0,1,1
SL1344_RS20645,1,18,20,10,11,12
SL1344_RS20650,1,5,13,2,2,0
yihS,7,3,10,4,5,4
yihT,2,3,2,0,0,3
yihU,1,1,1,0,0,3
SL1344_RS20670,4,9,9,0,0,0
SL1344_RS20675,150,307,485,8,4,9
yihX,13,37,71,112,33,45
SL1344_RS20685,76,108,181,8,14,9
dtd,0,11,7,1,16,2
fabY,31,393,75,27,36,46
SL1344_RS20700,101,721,815,7,7,26
SL1344_RS20705,63,150,175,0,0,0
SL1344_RS20710,40,88,138,4,14,12
SL1344_RS20715,42,37,45,5,0,0
SL1344_RS20720,22,130,63,1,0,12
fdhE,492,101,136,24,37,30
fdoI,229,1303,680,96,149,136
fdhD,17,46,82,3,17,5
SL1344_RS20755,4,9,73,0,1,0
SL1344_RS20760,0,0,0,0,0,0
SL1344_RS20765,0,2,9,0,0,1
SL1344_RS20770,1,8,4,2,7,5
SL1344_RS20775,19,48,47,8,11,3
rhaM,32,15,37,3,20,9
rhaD,11,26,8,0,8,24
rhaA,1,2,9,0,4,3
rhaB,0,3,5,0,0,0
rhaS,142,148,437,4,9,10
rhaR,26,96,33,18,10,7
rhaT,2,1,0,0,1,0
SL1344_RS20825,0,0,0,1,0,0
SL1344_RS20830,3,1,5,0,0,3
SL1344_RS20835,0,0,3,1,0,0
SL1344_RS20840,7,2,1,1,0,0
sodA,182,236,1150,165,94,91
yiiM,3,7,10,23,17,30
SL1344_RS20855,0,4,5,0,2,1
cpxA,16,51,83,109,20,16
cpxR,45,128,126,46,52,43
cpxP,327,374,675,29,15,36
fieF,55,139,197,16,21,26
pfkA,557,1051,2937,214,173,955
SL1344_RS20885,6,11,16,13,20,14
SL1344_RS20890,79,76,329,108,131,175
SL1344_RS20895,31,12,52,3,1,3
SL1344_RS20900,71,28,77,4,5,0
SL1344_RS20905,30,72,123,11,8,18
SL1344_RS20910,13,61,85,9,7,9
SL1344_RS20915,2,5,7,4,2,4
SL1344_RS20920,24,96,136,61,55,56
lsrK,179,398,3218,293,322,620
lsrR,285,532,583,50,39,48
lsrA,191,340,1078,221,105,187
lsrC,87,247,289,146,162,621
lsrD,92,226,460,245,240,358
lsrB,697,655,1038,588,731,1337
lsrF,280,665,776,283,363,486
lsrG,58,123,178,37,68,72
SL1344_RS20965,117,242,418,80,121,100
tpiA,128,262,376,83,374,181
SL1344_RS20975,2,1,5,0,0,12
SL1344_RS20980,12,46,39,4,4,1
fpr,124,411,622,24,16,21
glpX,225,368,704,47,70,103
glpK,17800,36265,59203,23537,23589,33712
SL1344_RS21000,4737,10438,19706,4346,4178,6153
zapB,69,132,225,25,15,24
rraA,127,292,417,137,136,164
menA,5,3,2,4,4,6
hslU,356,655,1093,66,91,123
hslV,154,379,569,3,12,10
ftsN,14,16,37,10,7,16
cytR,29,54,88,13,15,10
priA,2,13,13,5,4,22
rpmE,21,57,84,8,7,8
SL1344_RS21050,2,3,1,2,2,2
SL1344_RS21055,7,10,10,3,1,6
metJ,47,75,106,5,8,6
metB,3,12,6,4,6,2
metL,10,35,25,40,41,54
SL1344_RS21080,3,0,0,0,0,1
SL1344_RS21085,10,37,38,0,4,0
SL1344_RS21090,0,11,19,1,4,6
metF,52,69,138,6,11,7
katG,587,1267,2019,712,898,1176
SL1344_RS21105,3,3,3,0,0,1
SL1344_RS21110,94,215,353,69,73,107
fsa,25,55,108,9,11,20
SL1344_RS21125,5,10,22,1,2,12
SL1344_RS21130,0,3,4,2,0,0
SL1344_RS21135,146,275,461,32,21,50
SL1344_RS21140,25,70,95,0,3,6
SL1344_RS21145,4,5,12,1,1,1
SL1344_RS21150,2,14,11,17,14,28
SL1344_RS21155,30,31,39,18,23,21
ppc,91,146,230,281,351,390
argE,57,94,169,186,213,246
argC,9,18,32,2,12,11
argB,0,9,10,5,17,14
argH,8,14,34,23,12,24
oxyR,93,201,336,256,297,358
sthA,977,1805,3111,205,258,355
fabR,51,150,179,17,25,40
SL1344_RS21200,9,12,51,19,17,20
trmA,13,19,49,3,7,9
btuB,12,14,37,34,36,38
murI,31,57,125,7,8,9
SL1344_RS21225,7,28,32,55,96,92
SL1344_RS21230,0,0,2,1,3,0
murB,22,49,104,9,13,16
SL1344_RS21250,24,61,71,11,18,12
coaA,0,7,2,7,6,0
SL1344_RS21260,1,3,9,0,0,4
SL1344_RS21265,5,0,0,0,0,0
SL1344_RS21270,14,6,17,4,8,8
SL1344_RS21275,0,2,4,0,2,0
SL1344_RS21280,1,2,6,3,4,2
secE,34,70,120,6,6,16
nusG,29,61,115,6,10,11
rplK,12,14,37,6,18,24
rplA,24,52,64,47,47,71
rplJ,15,40,47,61,68,87
rplL,11,43,60,56,33,55
rpoB,78,150,228,1380,1753,2017
rpoC,66,137,195,1285,1317,1833
SL1344_RS21330,0,0,0,1,0,0
SL1344_RS21335,0,0,0,0,0,0
SL1344_RS21340,9,17,9,1,0,0
SL1344_RS21345,0,0,0,1,2,0
thiH,8,28,30,3,3,10
thiG,8,14,13,4,5,5
thiS,0,2,3,0,0,0
SL1344_RS21365,5,18,12,1,1,1
thiE,4,2,6,2,4,0
thiC,24,61,126,21,13,35
rsd,172,369,574,48,46,83
nudC,20,58,70,5,3,4
hemE,106,240,352,74,66,96
nfi,29,56,71,13,13,24
SL1344_RS21400,18,32,58,8,5,19
hupA,329,475,749,331,345,419
SL1344_RS21410,7,17,11,19,16,10
zraP,134,258,391,375,430,518
zraS,32,66,99,16,20,25
zraR,18,47,79,22,21,17
purD,9,41,48,56,75,76
purH,4,14,6,7,6,7
SL1344_RS21445,2,20,13,1,3,2
SL1344_RS21465,96,149,270,8,8,7
metA,8,27,35,3,6,3
aceB,597,1164,1882,223,289,371
aceA,774,1587,2575,51,73,54
aceK,162,319,593,1,5,0
SL1344_RS21490,11,52,72,9,7,7
iclR,207,359,666,50,61,62
metH,16,23,59,59,77,107
SL1344_RS21505,88,176,256,32,33,42
pepE,7,19,51,34,35,44
SL1344_RS21515,2,1,0,0,0,0
SL1344_RS21520,18,28,44,2,7,0
rluF,26,43,82,32,18,22
SL1344_RS21530,13,24,44,16,8,0
panS,2,11,26,4,1,3
SL1344_RS21540,0,3,2,0,2,0
SL1344_RS21545,0,0,0,0,0,0
SL1344_RS21550,4,0,6,1,3,0
SL1344_RS21555,1,6,6,0,3,2
SL1344_RS21560,0,6,8,5,1,2
SL1344_RS21565,0,1,2,1,0,1
SL1344_RS21570,0,2,2,1,0,1
SL1344_RS21575,0,2,0,0,0,0
SL1344_RS21580,0,9,22,0,3,2
SL1344_RS21585,6,3,5,0,0,2
SL1344_RS21590,5,2,1,0,0,0
SL1344_RS21595,4,5,10,1,2,10
SL1344_RS21600,11,10,22,1,0,0
SL1344_RS21605,0,2,2,0,0,0
SL1344_RS21610,0,9,18,0,0,3
SL1344_RS21615,2,1,2,6,5,1
SL1344_RS26185,0,0,0,0,0,0
SL1344_RS21620,0,2,0,0,0,0
SL1344_RS21625,0,0,1,0,0,0
SL1344_RS21630,5,13,13,4,5,4
SL1344_RS21635,0,0,0,0,0,0
SL1344_RS21640,0,1,0,0,0,0
SL1344_RS21645,0,0,0,0,0,0
SL1344_RS21650,0,0,0,0,1,0
SL1344_RS21655,0,0,0,0,0,0
SL1344_RS21660,25,36,82,1,0,4
lysC,36,73,174,170,190,239
pgi,97,222,358,142,162,192
SL1344_RS21675,13,42,67,19,24,19
SL1344_RS21680,1,5,1,0,0,0
SL1344_RS21685,1,1,2,0,0,0
SL1344_RS21690,5,18,12,0,0,2
psiE,6,7,1,13,2,6
malG,5,5,12,33,33,34
malF,1,12,19,32,23,38
malE,7,17,33,95,149,119
malK,0,8,4,45,44,48
SL1344_RS21720,15,28,56,204,197,305
malM,7,19,37,63,97,111
ubiC,285,430,817,16,20,51
ubiA,46,110,174,13,9,20
plsB,168,385,643,94,104,97
SL1344_RS21745,21,44,63,3,5,5
lexA,657,1059,2044,244,294,324
dinF,10,23,38,11,6,6
SL1344_RS21760,8,0,0,2,0,2
SL1344_RS21765,120,193,353,12,22,14
zur,23,99,119,14,13,28
SL1344_RS21775,20,65,86,7,12,9
dusA,32,75,107,29,29,44
pspG,3,1,4,2,2,1
SL1344_RS21790,188,415,540,48,61,72
dnaB,5,19,22,6,3,5
alr,0,5,9,2,3,2
tyrB,11,18,37,132,106,155
aphA,4,30,22,36,40,38
SL1344_RS21815,136,216,362,7,14,20
SL1344_RS21820,118,164,321,18,11,23
SL1344_RS21825,3,6,11,0,7,3
SL1344_RS21830,0,0,2,0,0,0
uvrA,40,104,126,141,167,169
ssb1,236,493,762,94,88,94
siiA,0,0,3,7,1,9
SL1344_RS21855,0,9,10,26,28,43
siiC,2,8,9,18,19,32
siiD,3,13,15,11,24,13
siiE,350,630,1089,5975,7367,8561
siiF,29,26,56,80,94,117
SL1344_RS21880,4,1,1,0,0,2
SL1344_RS21885,6,20,24,12,4,1
soxS,10,38,62,36,43,48
soxR,8,4,10,0,2,0
SL1344_RS21900,153,279,459,6,4,5
ghxP,23,11,7,5,7,5
SL1344_RS21910,12,35,55,52,45,60
SL1344_RS21915,37,105,161,5,6,8
SL1344_RS21920,0,4,2,0,0,0
SL1344_RS21925,0,0,1,0,0,0
actP,80,168,299,3,4,2
SL1344_RS21935,35,61,92,3,2,2
acs,2058,4212,6451,371,493,625
nrfA,23,43,54,2,7,3
nrfB,0,3,0,4,0,2
nrfC,2,2,3,4,10,7
nrfD,2,0,1,6,10,4
nrfEF,5,6,4,4,5,2
nrfG,3,6,8,0,1,0
gltP,10,17,49,12,17,25
SL1344_RS21985,3,15,14,2,7,4
SL1344_RS21990,25,49,85,15,32,29
lpxO,37,86,127,18,30,47
phnO,30,39,87,5,6,9
yjdN,29,50,95,0,5,9
SL1344_RS22015,2,0,1,2,0,4
proP,180,391,630,22,20,24
pmrR,3,4,16,1,0,0
pmrB,41,89,138,48,24,21
pmrA,80,142,208,57,86,85
eptA,57,127,200,81,146,156
adiC,13,22,38,5,8,2
SL1344_RS22050,3,15,19,3,3,4
adiA,3,11,30,10,8,15
melR,119,206,350,8,9,13
melA,14,34,42,547,654,842
melB,11,14,20,292,347,480
SL1344_RS22080,16,19,23,365,495,640
dcuB,6,12,21,287,376,401
SL1344_RS22090,0,6,1,2,2,0
dcuR,10,12,41,2,0,0
dcuS,13,51,54,1,3,9
SL1344_RS22105,106,191,295,38,48,53
SL1344_RS22115,14,54,91,88,83,99
SL1344_RS22120,25,58,92,18,38,37
SL1344_RS22125,2,7,10,0,4,2
SL1344_RS22130,2,4,4,0,1,3
SL1344_RS22135,1,0,1,0,1,0
SL1344_RS26870,1,1,0,0,0,1
SL1344_RS22145,0,3,0,3,0,1
SL1344_RS22150,16,43,31,45,82,55
SL1344_RS22155,19,10,31,1,2,0
SL1344_RS22160,46,72,130,3,7,10
SL1344_RS22165,22,44,81,2,5,8
SL1344_RS22170,51,86,145,17,20,17
SL1344_RS22175,0,1,3,0,0,0
SL1344_RS22180,0,3,7,0,1,0
SL1344_RS26205,0,0,0,0,0,0
SL1344_RS22185,0,0,0,0,0,0
SL1344_RS22190,370,630,1030,49,37,35
SL1344_RS22195,7,12,26,31,23,35
cutA,10,8,10,15,16,13
dcuA,337,625,972,2320,2940,3362
aspA,4534,8888,15127,1002,1175,1329
fxsA,4,20,25,0,0,0
yjeH,18,4,48,0,5,2
SL1344_RS22230,4,3,32,23,12,16
groL,92,190,287,560,671,830
SL1344_RS22240,377,601,1142,133,177,157
SL1344_RS22245,8,28,47,1,0,0
epmB,41,45,75,3,7,23
efp,29,87,162,36,35,63
SL1344_RS22260,0,2,0,0,0,0
ecnB,148,241,262,15,47,47
SL1344_RS22270,57,114,138,3,6,5
sugE,62,107,192,0,4,3
SL1344_RS22280,701,1223,2128,15,11,21
frdD,118,180,363,1103,1171,1423
frdC,30,64,141,224,246,313
frdB,98,278,448,458,594,620
frdA,375,666,1167,416,592,657
epmA,6,25,16,2,3,1
yjeM,2,3,4,0,2,3
SL1344_RS22315,2,4,9,0,1,0
mscM,30,75,75,19,15,27
psd,53,122,186,74,82,70
rsgA,95,199,265,9,20,24
orn,23,34,49,2,6,6
SL1344_RS22340,65,112,174,60,53,55
SL1344_RS22345,26,61,89,4,6,6
SL1344_RS22350,13,27,23,6,0,2
SL1344_RS22355,3,3,3,0,0,0
queG,12,17,43,1,5,2
nnr,22,42,67,27,17,33
tsaE,20,42,65,6,5,9
amiB,35,39,101,22,26,30
mutL,63,120,200,31,30,39
miaA,116,231,356,11,12,27
hfq,228,339,534,20,34,29
hflX,234,440,755,44,72,87
hflK,117,243,404,102,172,181
hflC,109,142,253,170,161,198
SL1344_RS22410,0,0,0,0,0,0
purA,151,244,411,132,190,242
nsrR,65,98,181,3,6,6
rnr,655,1353,2354,365,462,434
rlmB,28,52,69,12,9,12
SL1344_RS22435,2,0,1,0,0,0
SL1344_RS22445,4,4,1,1,0,0
SL1344_RS22450,0,3,5,0,0,0
SL1344_RS22455,2,2,3,5,0,0
SL1344_RS22460,4,7,7,0,0,6
SL1344_RS22465,3,10,5,0,0,1
SL1344_RS22470,688,1303,2329,45,64,44
SL1344_RS22475,810,1569,2748,61,62,92
bsmA,683,1481,2274,5,26,26
yjfP,33,83,168,19,9,30
ulaR,12,28,29,10,10,9
ulaG,12,14,17,1,1,6
ulaA,11,8,33,6,6,11
ulaB,7,3,3,2,1,2
ulaC,0,15,7,0,1,0
ulaE,9,17,24,1,0,0
SL1344_RS22525,1,9,17,1,3,1
SL1344_RS22530,25,41,73,0,0,1
SL1344_RS22535,1,0,4,0,0,0
rpsF,9,25,18,22,37,56
priB,4,9,36,11,13,25
rpsR,6,1,17,4,14,26
rplI,15,37,37,67,70,62
SL1344_RS22560,9,1,8,0,0,0
SL1344_RS22565,696,1254,2119,41,100,109
fklB,8,11,14,11,14,19
cycA,258,572,1031,134,179,188
ytfE,10,26,24,2,1,2
SL1344_RS22585,23,43,65,13,7,13
SL1344_RS22590,6,3,3,2,0,2
SL1344_RS22595,5,10,12,0,3,1
SL1344_RS22600,48,63,147,111,143,140
cysQ,484,1033,1608,55,69,69
SL1344_RS22610,172,383,666,28,22,38
SL1344_RS22615,48,64,75,1,7,11
SL1344_RS22620,21,66,93,13,11,4
msrA,290,642,1038,98,123,140
tamA,93,189,265,24,16,20
tamB,93,168,361,44,48,90
SL1344_RS22640,97,214,349,11,17,11
SL1344_RS22645,7,8,15,3,0,2
SL1344_RS22650,2,4,1,0,0,0
ppa,19,21,73,66,79,101
fbp,441,779,1342,304,438,461
mpl,19,27,80,43,66,39
iolR,12,24,38,14,17,20
iolT1,4,19,20,5,6,3
iolT2,9,40,42,8,4,23
iolB,10,59,94,3,3,6
iolA,14,25,30,9,17,30
SL1344_RS26225,0,0,0,0,0,0
reiD,7,13,23,1,2,0
iolE,0,3,3,0,0,4
iolG1,19,11,35,4,1,10
srfJ,0,0,13,1,0,3
iolI1,10,16,20,1,2,2
SL1344_RS22730,1,1,1,3,0,0
iolC,30,37,107,12,11,18
iolD,8,4,15,0,7,4
iolG2,0,0,0,0,0,0
SL1344_RS22750,1,3,2,1,0,5
iolI2,0,8,9,0,0,3
iolH,10,26,37,5,7,2
SL1344_RS22765,185,375,618,25,34,37
pmbA,187,380,640,38,55,63
cybC,296,597,1057,158,225,246
SL1344_RS22780,7,5,19,0,4,0
SL1344_RS22785,4,20,29,1,1,1
SL1344_RS22790,3,5,2,0,0,0
SL1344_RS22795,0,10,20,8,5,11
SL1344_RS22800,1,4,11,4,9,11
SL1344_RS22805,8,16,38,3,0,13
SL1344_RS22810,6,10,8,6,4,3
SL1344_RS22815,2,2,8,1,2,2
SL1344_RS22820,30,56,82,12,7,8
